state,metric,stand_size_class,estimate,se,se_percent,plot_count,report_years
IL,mortality,Large diameter,206776532.1791173,12684658.710323129,6.134476952798114,556,2018;2019;2020;2021;2022;2023;2024
IL,mortality,Medium diameter,22840233.68210243,3513882.772715668,15.384618308301896,88,2018;2019;2020;2021;2022;2023;2024
IL,mortality,Small diameter,16017364.561008733,5018320.396819324,31.33049995650023,23,2018;2019;2020;2021;2022;2023;2024
IL,mortality,Nonstocked,1858534.168774363,1003185.146237954,53.97722372247365,4,2018;2019;2020;2021;2022;2023;2024
IL,biomass,Large diameter,317036246.3660452,7984143.191365641,2.5183692031690508,828,2018;2019;2020;2021;2022;2023;2024
IL,biomass,Medium diameter,26972246.88058352,2286132.500223848,8.475869698010085,192,2018;2019;2020;2021;2022;2023;2024
IL,biomass,Small diameter,4309933.596385191,641502.968401785,14.8842889120107,77,2018;2019;2020;2021;2022;2023;2024
IL,biomass,Nonstocked,76755.25911335088,29354.37847728532,38.24412661279049,8,2018;2019;2020;2021;2022;2023;2024
IL,growth,Large diameter,197224213.6277358,14918390.472843597,7.56417794673139,775,2018;2019;2020;2021;2022;2023;2024
IL,growth,Medium diameter,52385068.98223859,6648134.095532284,12.690894991063898,172,2018;2019;2020;2021;2022;2023;2024
IL,growth,Small diameter,-1753806.6346191885,3989362.2065995,-227.46876011594787,64,2018;2019;2020;2021;2022;2023;2024
IL,growth,Nonstocked,-1273066.2323408106,898776.8973572953,-70.5993823828551,9,2018;2019;2020;2021;2022;2023;2024
IL,removals,Large diameter,46757685.34149425,7565739.551784121,16.180740121175425,69,2018;2019;2020;2021;2022;2023;2024
IL,removals,Medium diameter,10561271.642862696,5565319.874885573,52.69554711857653,7,2018;2019;2020;2021;2022;2023;2024
IL,removals,Small diameter,3121349.505569096,1553406.9119516015,49.76715709599393,5,2018;2019;2020;2021;2022;2023;2024
IL,removals,Nonstocked,0.0,0.0,,0,2018;2019;2020;2021;2022;2023;2024
IL,sawlog,Large diameter,29542576921.2599,912526233.5865164,3.088851172389872,762,2018;2019;2020;2021;2022;2023;2024
IL,sawlog,Medium diameter,901039066.4513664,113958244.34019068,12.64742546502467,97,2018;2019;2020;2021;2022;2023;2024
IL,sawlog,Small diameter,80921868.0091285,24206341.67969068,29.913226517410653,14,2018;2019;2020;2021;2022;2023;2024
IL,area,Large diameter,3862621.3112918073,80392.0883542174,2.0812831979982844,837,2018;2019;2020;2021;2022;2023;2024
IL,area,Medium diameter,707762.534626141,54234.334376988,7.662786842148407,195,2018;2019;2020;2021;2022;2023;2024
IL,area,Small diameter,345117.0576671588,39443.46931522751,11.429011820467004,88,2018;2019;2020;2021;2022;2023;2024
IL,area,Nonstocked,42775.212799623805,11764.5560332606,27.503208665192343,15,2018;2019;2020;2021;2022;2023;2024
IN,volume,Large diameter,17643479984.72202,433505089.05885625,2.4570271252283584,797,2019;2020;2021;2022;2023;2024;2025
IN,volume,Medium diameter,850199326.0819988,89332519.52731562,10.507244217540087,121,2019;2020;2021;2022;2023;2024;2025
IN,volume,Small diameter,127170571.97339976,23058160.20513944,18.13167924570041,48,2019;2020;2021;2022;2023;2024;2025
IN,volume,Nonstocked,8509439.010406628,4477002.861919375,52.61219754256678,5,2019;2020;2021;2022;2023;2024;2025
IN,mortality,Large diameter,222522943.845213,11720987.054500682,5.267316193090544,554,2019;2020;2021;2022;2023;2024;2025
IN,mortality,Medium diameter,21509311.72252816,3797806.183189312,17.656567686503948,67,2019;2020;2021;2022;2023;2024;2025
IN,mortality,Small diameter,6839223.125601159,2565025.727044496,37.50463583272893,15,2019;2020;2021;2022;2023;2024;2025
IN,mortality,Nonstocked,5765395.603519269,3347959.1046234355,58.06989380884461,3,2019;2020;2021;2022;2023;2024;2025
IN,biomass,Large diameter,389971079.9440121,9586904.462152451,2.458362928740469,797,2019;2020;2021;2022;2023;2024;2025
IN,biomass,Medium diameter,18899079.12246128,1959787.0745589875,10.369749033061664,121,2019;2020;2021;2022;2023;2024;2025
IN,biomass,Small diameter,3905419.0302118897,702528.4579145423,17.98855519676275,53,2019;2020;2021;2022;2023;2024;2025
IN,biomass,Nonstocked,243630.33678173853,142809.3504612379,58.61722819403099,5,2019;2020;2021;2022;2023;2024;2025
IN,growth,Large diameter,335490299.24405754,16552240.256537445,4.933746309158186,752,2019;2020;2021;2022;2023;2024;2025
IN,growth,Medium diameter,30966282.14473328,4555439.823608972,14.710967891842186,113,2019;2020;2021;2022;2023;2024;2025
IN,growth,Small diameter,4848721.224248907,2941644.2307031355,60.668454519342106,47,2019;2020;2021;2022;2023;2024;2025
IN,growth,Nonstocked,-4794634.151097941,2827760.0895213345,-58.97759871571838,4,2019;2020;2021;2022;2023;2024;2025
IN,removals,Large diameter,81752602.93851562,12407615.449605646,15.177028013330837,83,2019;2020;2021;2022;2023;2024;2025
IN,removals,Medium diameter,2708853.255431167,1518126.4621426282,56.043141469506764,10,2019;2020;2021;2022;2023;2024;2025
IN,removals,Small diameter,5615917.688840687,2527862.6786767044,45.0124595611468,7,2019;2020;2021;2022;2023;2024;2025
IN,removals,Nonstocked,0.0,0.0,,0,2019;2020;2021;2022;2023;2024;2025
IN,sawlog,Large diameter,41548058279.96292,1194872355.0586965,2.875880136220322,773,2019;2020;2021;2022;2023;2024;2025
IN,sawlog,Medium diameter,755880006.4408194,107079799.70754214,14.166243159644388,74,2019;2020;2021;2022;2023;2024;2025
IN,sawlog,Small diameter,148594953.8372883,38867655.43251801,26.156780179142665,19,2019;2020;2021;2022;2023;2024;2025
IN,sawlog,Nonstocked,7738866.322692806,4553736.02971769,58.8424174787035,2,2019;2020;2021;2022;2023;2024;2025
IN,area,Large diameter,4085523.872199606,75312.27438394591,1.8433933257963933,805,2019;2020;2021;2022;2023;2024;2025
IN,area,Medium diameter,487760.0391452448,46811.76701023592,9.59729441802352,123,2019;2020;2021;2022;2023;2024;2025
IN,area,Small diameter,229444.5400604984,32249.724901672467,14.055564317707924,63,2019;2020;2021;2022;2023;2024;2025
IN,area,Nonstocked,28333.103063451566,11088.454841243742,39.13604103444409,8,2019;2020;2021;2022;2023;2024;2025
KS,volume,Large diameter,3778469827.024952,205646783.6140975,5.442594304796059,343,2019;2020;2021;2022;2023;2024;2025
KS,volume,Medium diameter,785037832.5221837,71040082.86728995,9.049255962486685,152,2019;2020;2021;2022;2023;2024;2025
KS,volume,Small diameter,100407492.9326912,14532760.004528357,14.473780372417512,88,2019;2020;2021;2022;2023;2024;2025
KS,volume,Nonstocked,4481899.46626921,1504474.2486344872,33.56778214141494,11,2019;2020;2021;2022;2023;2024;2025
KS,mortality,Large diameter,53619703.35701882,6028251.136336503,11.242604413900407,190,2019;2020;2021;2022;2023;2024;2025
KS,mortality,Medium diameter,15221370.195875691,2951529.862356332,19.390697580931736,67,2019;2020;2021;2022;2023;2024;2025
KS,mortality,Small diameter,9344943.341291629,3804535.766043121,40.7122400542802,26,2019;2020;2021;2022;2023;2024;2025
KS,mortality,Nonstocked,240391.53385113715,195831.05464521048,81.46337414964006,3,2019;2020;2021;2022;2023;2024;2025
KS,biomass,Large diameter,90727298.34998408,4656801.222566877,5.132745388938051,343,2019;2020;2021;2022;2023;2024;2025
KS,biomass,Medium diameter,20680836.889497425,1849900.05139317,8.94499609120086,152,2019;2020;2021;2022;2023;2024;2025
KS,biomass,Small diameter,3691837.769104695,512474.84029320185,13.881293608886876,98,2019;2020;2021;2022;2023;2024;2025
KS,biomass,Nonstocked,94591.11757206469,31923.53334573841,33.748975765528215,11,2019;2020;2021;2022;2023;2024;2025
KS,growth,Large diameter,70789394.3736175,8687073.936104868,12.271716706962607,312,2019;2020;2021;2022;2023;2024;2025
KS,growth,Medium diameter,20932430.30889299,3199890.198799589,15.286759117693748,133,2019;2020;2021;2022;2023;2024;2025
KS,growth,Small diameter,-626610.0106164321,3473025.8239684138,-554.2563580418704,81,2019;2020;2021;2022;2023;2024;2025
KS,growth,Nonstocked,228491.2571071068,239863.82369583697,104.9772436515587,13,2019;2020;2021;2022;2023;2024;2025
KS,removals,Large diameter,5043308.233614883,2042324.089005845,40.49572214113853,25,2019;2020;2021;2022;2023;2024;2025
KS,removals,Medium diameter,1282393.2570382366,699045.6476983723,54.51102022423758,8,2019;2020;2021;2022;2023;2024;2025
KS,removals,Small diameter,1610075.603164333,765175.1352058599,47.52417425008098,5,2019;2020;2021;2022;2023;2024;2025
KS,removals,Nonstocked,24122.8505894454,23892.783694599824,99.04626986768208,1,2019;2020;2021;2022;2023;2024;2025
KS,sawlog,Large diameter,4822833219.098946,424997437.0290834,8.81219436214479,189,2019;2020;2021;2022;2023;2024;2025
KS,sawlog,Medium diameter,205481235.83809185,32837188.87833156,15.980626525044602,46,2019;2020;2021;2022;2023;2024;2025
KS,sawlog,Small diameter,32747957.31893165,18686561.60234589,57.06176241882164,4,2019;2020;2021;2022;2023;2024;2025
KS,area,Large diameter,1403256.5231154594,60655.71200804663,4.322496351086329,344,2019;2020;2021;2022;2023;2024;2025
KS,area,Medium diameter,627446.0923933226,49816.56342654591,7.93957664737798,155,2019;2020;2021;2022;2023;2024;2025
KS,area,Small diameter,467068.5843310751,45664.589672450165,9.776848883521025,116,2019;2020;2021;2022;2023;2024;2025
KS,area,Nonstocked,68482.770277793,16702.537407035466,24.389400924179057,21,2019;2020;2021;2022;2023;2024;2025
KY,volume,Large diameter,35353797425.87136,560681619.4123209,1.5859162529511546,1821,2016;2017;2018;2019;2020;2021;2022;2023;2024
KY,volume,Medium diameter,4239498704.830213,194536688.6291881,4.588671967455622,579,2016;2017;2018;2019;2020;2021;2022;2023;2024
KY,volume,Small diameter,498477310.2938001,46105075.31108969,9.249182331672344,216,2016;2017;2018;2019;2020;2021;2022;2023;2024
KY,volume,Nonstocked,5586764.633903371,3222732.8277471336,57.685136907145285,6,2016;2017;2018;2019;2020;2021;2022;2023;2024
KY,mortality,Large diameter,336760096.06462264,12549758.277078817,3.726616788549252,1290,2016;2017;2018;2019;2020;2021;2022;2023;2024
KY,mortality,Medium diameter,70056907.77510452,7307919.289962689,10.43140429980502,326,2016;2017;2018;2019;2020;2021;2022;2023;2024
KY,mortality,Small diameter,19869912.786460005,4436040.757643791,22.32541634841322,70,2016;2017;2018;2019;2020;2021;2022;2023;2024
KY,mortality,Nonstocked,1679425.8138078104,1142167.117380547,68.00938201556393,3,2016;2017;2018;2019;2020;2021;2022;2023;2024
KY,biomass,Large diameter,801981140.0680583,12572249.245434534,1.5676489903949136,1824,2016;2017;2018;2019;2020;2021;2022;2023;2024
KY,biomass,Medium diameter,97236531.8401848,4426745.021340618,4.552553384582135,580,2016;2017;2018;2019;2020;2021;2022;2023;2024
KY,biomass,Small diameter,16020763.39714126,1393116.617981169,8.695694352678325,239,2016;2017;2018;2019;2020;2021;2022;2023;2024
KY,biomass,Nonstocked,115676.66121733174,61249.00009922823,52.9484508410512,7,2016;2017;2018;2019;2020;2021;2022;2023;2024
KY,growth,Large diameter,702761403.7232263,19341633.69467428,2.752233345798788,1811,2016;2017;2018;2019;2020;2021;2022;2023;2024
KY,growth,Medium diameter,154083364.81941968,10297910.248883646,6.68333681637368,574,2016;2017;2018;2019;2020;2021;2022;2023;2024
KY,growth,Small diameter,17351646.03786606,4266209.478244083,24.58677101258314,221,2016;2017;2018;2019;2020;2021;2022;2023;2024
KY,growth,Nonstocked,-983289.8712310204,970712.3639711902,-98.7208749293752,9,2016;2017;2018;2019;2020;2021;2022;2023;2024
KY,removals,Large diameter,166123681.1679767,15965626.700270288,9.61068680155635,206,2016;2017;2018;2019;2020;2021;2022;2023;2024
KY,removals,Medium diameter,59471145.443326585,10237913.887143295,17.214926349282415,68,2016;2017;2018;2019;2020;2021;2022;2023;2024
KY,removals,Small diameter,62040442.40202926,12121813.804561244,19.538567642716803,43,2016;2017;2018;2019;2020;2021;2022;2023;2024
KY,removals,Nonstocked,2207777.9177165367,1667215.486553193,75.51554317010122,2,2016;2017;2018;2019;2020;2021;2022;2023;2024
KY,sawlog,Large diameter,97463888420.64784,1992300011.4407265,2.044141726463948,1771,2016;2017;2018;2019;2020;2021;2022;2023;2024
KY,sawlog,Medium diameter,4728655217.368733,290416993.9027524,6.141640287835477,403,2016;2017;2018;2019;2020;2021;2022;2023;2024
KY,sawlog,Small diameter,628472060.3891771,108043065.68865614,17.191387254630094,68,2016;2017;2018;2019;2020;2021;2022;2023;2024
KY,sawlog,Nonstocked,2881200.549027827,2789204.4851394044,96.80702324177108,1,2016;2017;2018;2019;2020;2021;2022;2023;2024
KY,area,Large diameter,9196023.342487425,118331.43516924206,1.286767451127791,1830,2016;2017;2018;2019;2020;2021;2022;2023;2024
KY,area,Medium diameter,2246000.3617199305,94968.93325891734,4.228357879078547,588,2016;2017;2018;2019;2020;2021;2022;2023;2024
KY,area,Small diameter,896249.3630807451,62011.74940029208,6.919028559990766,252,2016;2017;2018;2019;2020;2021;2022;2023;2024
KY,area,Nonstocked,25810.597515849586,8798.314759299457,34.0879933286963,12,2016;2017;2018;2019;2020;2021;2022;2023;2024
LA,volume,Large diameter,33718140285.17909,623241571.0901035,1.848386553406836,1711,2018;2019;2020;2021;2022;2023;2024;2025
LA,volume,Medium diameter,6455767668.968579,276203985.4889318,4.278406529661563,701,2018;2019;2020;2021;2022;2023;2024;2025
LA,volume,Small diameter,571793181.2061684,47312284.17366141,8.274370126950197,311,2018;2019;2020;2021;2022;2023;2024;2025
LA,volume,Nonstocked,15554257.148559108,5202105.175168334,33.44489631026988,18,2018;2019;2020;2021;2022;2023;2024;2025
LA,mortality,Large diameter,508297476.86433774,22939159.66869981,4.512939904838868,1161,2018;2019;2020;2021;2022;2023;2024;2025
LA,mortality,Medium diameter,101632826.96909702,9885277.2886677,9.72646101015518,328,2018;2019;2020;2021;2022;2023;2024;2025
LA,mortality,Small diameter,58949839.66453493,8951245.59638809,15.184512201096434,123,2018;2019;2020;2021;2022;2023;2024;2025
LA,mortality,Nonstocked,6372622.789722957,3116807.532348112,48.90933662941018,13,2018;2019;2020;2021;2022;2023;2024;2025
LA,biomass,Large diameter,637636695.4282315,11440946.265695538,1.7942735020938363,1711,2018;2019;2020;2021;2022;2023;2024;2025
LA,biomass,Medium diameter,130824502.14377658,5426747.209232877,4.148112257495055,702,2018;2019;2020;2021;2022;2023;2024;2025
LA,biomass,Small diameter,19783933.12148556,1395407.6075853326,7.053236578473393,413,2018;2019;2020;2021;2022;2023;2024;2025
LA,biomass,Nonstocked,342729.7636845143,104808.85996549108,30.58061221142396,20,2018;2019;2020;2021;2022;2023;2024;2025
LA,growth,Large diameter,941687207.0567112,36196882.19182689,3.84383284816643,1638,2018;2019;2020;2021;2022;2023;2024;2025
LA,growth,Medium diameter,497543739.4425292,25175714.768916413,5.060000312158372,667,2018;2019;2020;2021;2022;2023;2024;2025
LA,growth,Small diameter,72822527.92850946,10083334.448829344,13.846449355243813,453,2018;2019;2020;2021;2022;2023;2024;2025
LA,growth,Nonstocked,3752909.896819509,2829624.6026733145,75.3981491820879,42,2018;2019;2020;2021;2022;2023;2024;2025
LA,removals,Large diameter,298975912.9733099,23557886.876095112,7.8795266955830545,277,2018;2019;2020;2021;2022;2023;2024;2025
LA,removals,Medium diameter,58623017.99601713,10023568.249071697,17.098349064445475,73,2018;2019;2020;2021;2022;2023;2024;2025
LA,removals,Small diameter,551144994.4806857,43631441.75300448,7.916508757212981,242,2018;2019;2020;2021;2022;2023;2024;2025
LA,removals,Nonstocked,65174031.23111728,14926928.73464516,22.903184677516634,28,2018;2019;2020;2021;2022;2023;2024;2025
LA,sawlog,Large diameter,107938989646.52911,2349693423.951835,2.1768717973425944,1657,2018;2019;2020;2021;2022;2023;2024;2025
LA,sawlog,Medium diameter,5405216469.306056,323929224.0368508,5.992900115588491,468,2018;2019;2020;2021;2022;2023;2024;2025
LA,sawlog,Small diameter,794718121.5510058,144068024.63951722,18.128191711338847,83,2018;2019;2020;2021;2022;2023;2024;2025
LA,sawlog,Nonstocked,34642653.82412796,18810399.56530964,54.29837927776927,6,2018;2019;2020;2021;2022;2023;2024;2025
LA,area,Large diameter,9064325.497954924,135001.86900974027,1.4893757846648286,1721,2018;2019;2020;2021;2022;2023;2024;2025
LA,area,Medium diameter,3282526.767666743,118942.06531050756,3.6234911008830224,709,2018;2019;2020;2021;2022;2023;2024;2025
LA,area,Small diameter,2434658.770495445,104007.15898814084,4.271939881208721,534,2018;2019;2020;2021;2022;2023;2024;2025
LA,area,Nonstocked,197178.66239196743,31194.56891432573,15.820458733163871,51,2018;2019;2020;2021;2022;2023;2024;2025
MA,volume,Large diameter,11965047025.430408,366710328.1908347,3.064846526816248,452,2019;2020;2021;2022;2023;2024;2025
MA,volume,Medium diameter,733914009.8290533,100288541.29659928,13.6648898853912,77,2019;2020;2021;2022;2023;2024;2025
MA,volume,Small diameter,34608104.076389894,11999287.918885373,34.671901969548934,20,2019;2020;2021;2022;2023;2024;2025
MA,volume,Nonstocked,6605163.166789081,3310233.2614160646,50.11584389103356,6,2019;2020;2021;2022;2023;2024;2025
MA,mortality,Large diameter,121406676.34541029,8934150.452151947,7.358862561012443,312,2019;2020;2021;2022;2023;2024;2025
MA,mortality,Medium diameter,15209293.853781337,4371699.249674366,28.74360434943845,45,2019;2020;2021;2022;2023;2024;2025
MA,mortality,Small diameter,857736.5637931458,520427.3003559116,60.67449171741492,7,2019;2020;2021;2022;2023;2024;2025
MA,mortality,Nonstocked,484599.6965078981,485704.8769205338,100.22806048385912,3,2019;2020;2021;2022;2023;2024;2025
MA,biomass,Large diameter,239964720.8083936,6733926.046585401,2.806215023566855,452,2019;2020;2021;2022;2023;2024;2025
MA,biomass,Medium diameter,15985846.433697289,2156838.0300177955,13.492172835285714,77,2019;2020;2021;2022;2023;2024;2025
MA,biomass,Small diameter,1120759.543095962,321036.17553062155,28.64451857744597,22,2019;2020;2021;2022;2023;2024;2025
MA,biomass,Nonstocked,139116.2833419134,71377.71762354574,51.30795325240035,6,2019;2020;2021;2022;2023;2024;2025
MA,growth,Large diameter,148317992.05929622,12032892.460829036,8.11290140444889,424,2019;2020;2021;2022;2023;2024;2025
MA,growth,Medium diameter,10738833.765661793,4125809.342221232,38.41952890092972,72,2019;2020;2021;2022;2023;2024;2025
MA,growth,Small diameter,352652.5352995456,743361.1871855477,210.7913917460232,19,2019;2020;2021;2022;2023;2024;2025
MA,growth,Nonstocked,-217313.93562391165,498983.418693226,-229.61409136539584,6,2019;2020;2021;2022;2023;2024;2025
MA,removals,Large diameter,36138886.20156325,8191823.5464292625,22.66761488093374,34,2019;2020;2021;2022;2023;2024;2025
MA,removals,Medium diameter,4545620.407906982,3400641.638801574,74.81138620563765,4,2019;2020;2021;2022;2023;2024;2025
MA,removals,Small diameter,1021681.1910863058,1014723.56240172,99.3190019797479,1,2019;2020;2021;2022;2023;2024;2025
MA,removals,Nonstocked,0.0,0.0,,0,2019;2020;2021;2022;2023;2024;2025
MA,sawlog,Large diameter,31234172336.691063,1132660663.3784802,3.626350815923281,439,2019;2020;2021;2022;2023;2024;2025
MA,sawlog,Medium diameter,856707798.953113,136188967.7948206,15.896781605261673,62,2019;2020;2021;2022;2023;2024;2025
MA,sawlog,Small diameter,52033839.70373231,28103348.8803658,54.00975411459014,6,2019;2020;2021;2022;2023;2024;2025
MA,sawlog,Nonstocked,7377673.056329169,4518763.033384286,61.24916350837373,3,2019;2020;2021;2022;2023;2024;2025
MA,area,Large diameter,2521949.5729415948,59796.82889247146,2.3710556917569376,453,2019;2020;2021;2022;2023;2024;2025
MA,area,Medium diameter,322107.2314524151,40134.85720339263,12.460091945908935,78,2019;2020;2021;2022;2023;2024;2025
MA,area,Small diameter,84230.73320674479,18591.237186002352,22.07179787972409,27,2019;2020;2021;2022;2023;2024;2025
MA,area,Nonstocked,24424.73619191141,9661.625472168613,39.55672395498868,9,2019;2020;2021;2022;2023;2024;2025
MD,volume,Large diameter,9867778146.173143,378147883.06510335,3.8321482046265314,360,2019;2020;2021;2022;2023;2024;2025
MD,volume,Medium diameter,621830300.7094524,100512523.63727424,16.163979709994592,48,2019;2020;2021;2022;2023;2024;2025
MD,volume,Small diameter,55329224.26587571,17705163.12258753,31.99965905451377,15,2019;2020;2021;2022;2023;2024;2025
MD,volume,Nonstocked,6833575.531048002,3855423.88588558,56.418837669513685,4,2019;2020;2021;2022;2023;2024;2025
MD,mortality,Large diameter,97215565.63248928,9829580.312257146,10.111117749822686,225,2019;2020;2021;2022;2023;2024;2025
MD,mortality,Medium diameter,4171955.187155224,970484.4452325772,23.26210138163857,23,2019;2020;2021;2022;2023;2024;2025
MD,mortality,Small diameter,1656649.7654667897,944904.2244916034,57.03705419143681,5,2019;2020;2021;2022;2023;2024;2025
MD,mortality,Nonstocked,3560558.557382956,2981326.14503845,83.73197904178701,3,2019;2020;2021;2022;2023;2024;2025
MD,biomass,Large diameter,211090188.1684612,8029790.813565492,3.803962127864177,360,2019;2020;2021;2022;2023;2024;2025
MD,biomass,Medium diameter,13977637.579992384,2236833.7073484794,16.002945380056836,48,2019;2020;2021;2022;2023;2024;2025
MD,biomass,Small diameter,1838831.8627760368,594700.6454076151,32.341219305924525,16,2019;2020;2021;2022;2023;2024;2025
MD,biomass,Nonstocked,160118.53148813796,92683.31528878324,57.88419018547487,4,2019;2020;2021;2022;2023;2024;2025
MD,growth,Large diameter,150093349.4797064,17688944.509843804,11.785295331979691,316,2019;2020;2021;2022;2023;2024;2025
MD,growth,Medium diameter,36475837.88555906,7526150.236813706,20.63324839973955,45,2019;2020;2021;2022;2023;2024;2025
MD,growth,Small diameter,2619137.024343182,1621731.2807394352,61.91853521470979,12,2019;2020;2021;2022;2023;2024;2025
MD,growth,Nonstocked,-3235278.382295328,2737392.176478735,-84.61071515387316,3,2019;2020;2021;2022;2023;2024;2025
MD,removals,Large diameter,29162802.19360743,9229916.547381124,31.64962161765219,25,2019;2020;2021;2022;2023;2024;2025
MD,removals,Medium diameter,216338.49407092915,168396.7847570461,77.83949198695782,3,2019;2020;2021;2022;2023;2024;2025
MD,removals,Small diameter,2779927.347204774,2375282.493818535,85.44404932765201,1,2019;2020;2021;2022;2023;2024;2025
MD,removals,Nonstocked,0.0,0.0,,0,2019;2020;2021;2022;2023;2024;2025
MD,sawlog,Large diameter,31009402084.183426,1468075469.9015942,4.7342914446273605,354,2019;2020;2021;2022;2023;2024;2025
MD,sawlog,Medium diameter,619932036.5379038,110902453.31165802,17.889453484450993,39,2019;2020;2021;2022;2023;2024;2025
MD,sawlog,Small diameter,73177258.20860218,39052537.31393715,53.36704089488068,7,2019;2020;2021;2022;2023;2024;2025
MD,sawlog,Nonstocked,9981897.820521943,7421807.777076719,74.35267231265487,2,2019;2020;2021;2022;2023;2024;2025
MD,area,Large diameter,2033226.3978608483,62268.585107143415,3.0625504947533644,360,2019;2020;2021;2022;2023;2024;2025
MD,area,Medium diameter,246280.5963907384,37190.7023356069,15.100947001363316,48,2019;2020;2021;2022;2023;2024;2025
MD,area,Small diameter,90891.12303896269,22799.44651386781,25.08434900083067,18,2019;2020;2021;2022;2023;2024;2025
MD,area,Nonstocked,20555.309799952825,7945.597730215209,38.65472137147475,8,2019;2020;2021;2022;2023;2024;2025
ME,volume,Large diameter,21251640143.193226,552297099.3366472,2.5988445861838323,1219,2021;2022;2023;2024;2025
ME,volume,Medium diameter,14892621077.974056,357050934.9880958,2.3975023141908065,1403,2021;2022;2023;2024;2025
ME,volume,Small diameter,2299849457.5155435,101818664.03733696,4.427188210280882,721,2021;2022;2023;2024;2025
ME,volume,Nonstocked,3360452.9520418164,2059828.2467592563,61.29614894645977,5,2021;2022;2023;2024;2025
ME,mortality,Large diameter,219054674.24588385,10364850.059086593,4.731626976127561,869,2021;2022;2023;2024;2025
ME,mortality,Medium diameter,178148696.46012965,7983161.232391464,4.48117858340778,986,2021;2022;2023;2024;2025
ME,mortality,Small diameter,33648279.00509904,2969896.5071107782,8.826295415170332,290,2021;2022;2023;2024;2025
ME,mortality,Nonstocked,137950.579213645,138975.5084414303,100.74296841204124,1,2021;2022;2023;2024;2025
ME,biomass,Large diameter,414157085.8867608,10449461.104782958,2.5230670827252384,1219,2021;2022;2023;2024;2025
ME,biomass,Medium diameter,342560014.2261266,7939579.90761485,2.3177194003658204,1404,2021;2022;2023;2024;2025
ME,biomass,Small diameter,91778185.10526337,3968596.194821823,4.324117098491447,772,2021;2022;2023;2024;2025
ME,biomass,Nonstocked,78993.33743558005,54542.00289132357,69.04633309841249,5,2021;2022;2023;2024;2025
ME,growth,Large diameter,296739595.853366,13720776.56768307,4.623844191815642,1207,2021;2022;2023;2024;2025
ME,growth,Medium diameter,511791795.5617183,15747280.10295488,3.0768918610098885,1390,2021;2022;2023;2024;2025
ME,growth,Small diameter,142688023.40814927,7595571.521236081,5.323201863627665,739,2021;2022;2023;2024;2025
ME,growth,Nonstocked,777343.9473576649,590774.1290636178,75.99906464464897,8,2021;2022;2023;2024;2025
ME,removals,Large diameter,158629334.5629942,19454524.02872436,12.264140224958622,122,2021;2022;2023;2024;2025
ME,removals,Medium diameter,160260860.5683775,18245786.26867764,11.385054469299336,140,2021;2022;2023;2024;2025
ME,removals,Small diameter,210586401.85107303,24242705.86756853,11.511999661171382,122,2021;2022;2023;2024;2025
ME,removals,Nonstocked,7775920.449313016,4408747.208852608,56.69743199651831,4,2021;2022;2023;2024;2025
ME,sawlog,Large diameter,48349886954.898834,1402858064.3102777,2.9014712394651,1206,2021;2022;2023;2024;2025
ME,sawlog,Medium diameter,14818912197.756063,474451515.647892,3.2016622361777345,1237,2021;2022;2023;2024;2025
ME,sawlog,Small diameter,1803111264.0816703,138593737.9937283,7.686366379853686,346,2021;2022;2023;2024;2025
ME,sawlog,Nonstocked,8159126.936893188,8229493.915330308,100.86243269630896,1,2021;2022;2023;2024;2025
ME,area,Large diameter,6106677.40606095,144668.13338134706,2.3690154852090632,1220,2021;2022;2023;2024;2025
ME,area,Medium diameter,7265208.21188275,152147.48857182811,2.094193093089616,1412,2021;2022;2023;2024;2025
ME,area,Small diameter,3982724.369507833,125334.07141971312,3.1469431422190373,811,2021;2022;2023;2024;2025
ME,area,Nonstocked,37711.542866861535,13306.257586618409,35.28430972340589,10,2021;2022;2023;2024;2025
MI,volume,Large diameter,42586886030.16543,755108729.5973396,1.773101534266854,2416,2019;2020;2021;2022;2023;2024;2025
MI,volume,Medium diameter,12891777363.24261,382480664.05279016,2.966857503631187,1408,2019;2020;2021;2022;2023;2024;2025
MI,volume,Small diameter,1286459137.154035,76065493.50598258,5.912779606374301,672,2019;2020;2021;2022;2023;2024;2025
MI,volume,Nonstocked,14996085.325286906,3865218.148622455,25.77484766710945,26,2019;2020;2021;2022;2023;2024;2025
MI,mortality,Large diameter,414087129.036746,16033913.357756663,3.872111020464444,1612,2019;2020;2021;2022;2023;2024;2025
MI,mortality,Medium diameter,194361859.19676057,9788562.8150258,5.036257039050255,959,2019;2020;2021;2022;2023;2024;2025
MI,mortality,Small diameter,41327197.57909849,4899743.843864268,11.855978945793185,249,2019;2020;2021;2022;2023;2024;2025
MI,mortality,Nonstocked,4605819.835324665,2131988.051581814,46.28900234504136,18,2019;2020;2021;2022;2023;2024;2025
MI,biomass,Large diameter,847653019.5388471,14959374.69869569,1.764799316922638,2417,2019;2020;2021;2022;2023;2024;2025
MI,biomass,Medium diameter,268241225.9361484,7830483.461880316,2.9191946295921976,1409,2019;2020;2021;2022;2023;2024;2025
MI,biomass,Small diameter,47441829.25334054,2447451.2942937254,5.1588468084235855,774,2019;2020;2021;2022;2023;2024;2025
MI,biomass,Nonstocked,299317.5446794732,76524.32494962426,25.56626776808924,27,2019;2020;2021;2022;2023;2024;2025
MI,growth,Large diameter,664922781.0309651,21424852.26887991,3.222156448852692,2295,2019;2020;2021;2022;2023;2024;2025
